text,label
"Subject: road - show . com q 4 i . com choose enron to deliver financial web content
houston  ) enron broadband services ( ebs ) , a wholly owned subsidiary of enron
corp . and a leader in the delivery of high - bandwidth application services ,
announced today content delivery contracts with road - show . com , an online
resource for individual investors , and q 4 i . com , a financial services provider
offering an online broker resource called brokeriq . the two financial
services companies will use enron  , s epowered  v market cast and the enron
intelligent network  v ( ein ) to enhance the quality and speed of content
delivery to their investors . enron  , s solution provides tv - quality streaming
video with delivery speeds up to 50 times faster than the public internet .
 & these agreements reflect the financial services industry  , s need for better
and faster delivery of online content ,  8 said joe hirko , co - ceo of enron
broadband services .  & the enron intelligent network allows visionary
companies like road - show . com and q 4 i . com to serve their customers with video
to the desktop that has unparalleled speed , clarity and quality .  8
road - show . com is a fully integrated producer of online streaming media . the
company  , s xvenue  v platform offers clients a turn - key solution for
personalized live or on - demand webcast communications . road - show . com broadly
streams the presentations that companies typically give on road shows prior
to an initial public offering to audiences that include individual and
professional investors .
 & the enron intelligent network and market cast technology will allow
road - show . com to offer our customers something they have never had access to
before  ) real - time company presentations and one of the fastest , richest
viewing experiences possible . this will enhance their ability to make fully
educated investment decisions ,  8 said trey fecteau , president of
road - show . com .
q 4 i . com provides  & one - stop  8 advanced technology solutions for financial
services companies and their clients . with its flagship product , brokeriq  v ,
professional brokers and their firms have a complete broker management system
at their fingertips . q 4 i . com will utilize ebs to distribute financial video
clips to clients via its brokercity  v product . in addition , enron will
deliver q 4 i . com  , s live and on - demand streaming video clips of golf resorts ,
golf courses , golf real estate , equipment and golf travel for internet users
around the world through golftv  v , q 4 i . com  , s online video network .
 & our clients now have streaming video features available on their desktops
via enron  , s network ,  8 said j . frederic storaska , chairman and co - ceo of
q 4 i . com .  & they not only will enjoy on - demand streaming video of financial
and golf information , but they  , ll have the opportunity to take advantage of
special vacation and equipment offers reserved exclusively for our
broker - dealers .  8
enron  , s epowered market cast solution
epowered market cast , an application of the enron intelligent network , is an
end - to - end streaming media solution for banks , brokerages and other financial
services firms . using epowered market cast , companies can enhance investor
relations , conduct virtual road shows and stream analyst presentations from
their websites . in addition , epowered market cast is a powerful intranet
solution for providing real - time financial news , data feeds , training and
presentations to an internal audience . the application streams video at an
average bit - rate speed of 200 kilobits per second ( kbps ) .
the enron intelligent network is based on distributed server architecture , a
pure internet protocol ( ip ) platform and embedded software intelligence that
sets it apart from other networks . the ein  , s enhanced performance is due to
its ability to deliver streaming media content  & one hop  8 away from the user
at the closest ein edge server . the result is a tv - quality viewing
experience for the user . in contrast , the public internet  , s ability to
deliver the broadband content businesses need is often hampered by packet
loss , interference and other disruptions that slow down transmission speed
and compromise the end user  , s experience .
about enron broadband services
enron broadband services , formerly enron communications , inc . , is a leading
provider of high quality , broadband internet content and applications . the
company  , s business model combines the power of the enron intelligent network ,
enron  , s broadband operating system , bandwidth trading and intermediation
services , and high - bandwidth applications , to fundamentally improve the
experience and functionality of the internet . enron introduces its broadband
operating system to allow application developers to dynamically provision
bandwidth on demand for the end - to - end quality of service necessary to
deliver broadband content . enron is also creating a market for bandwidth
that will allow network providers to scale to meet the demands that
increasingly complex applications require . a wholly owned subsidiary of
enron corp . ( nyse : ene ) , enron broadband services can be found on the web at
www . enron . net .
about enron
enron is one of the world  , s leading electricity , natural gas and
communications companies . the company , which owns approximately $ 34 billion
in energy and communications assets , produces electricity and natural gas ,
develops , constructs and operates energy facilities worldwide , delivers
physical commodities and financial and risk management services to customers
around the world , and is developing an intelligent network platform to
facilitate online business . enron  , s internet address is www . enron . com . the
stock is traded under the ticker symbol ,  & ene .  8",0
"Subject: potential list fo 9 / 00
daren :
the correct meter number for north central is 5288 .
thanks ,
susan
x 33321
- - - - - - - - - - - - - - - - - - - - - - forwarded by susan smith / hou / ect on 08 / 24 / 2000 03 : 34
pm - - - - - - - - - - - - - - - - - - - - - - - - - - -
susan
smith
08 / 24 / 2000 03 : 33 pm
to : daren j farmer / hou / ect @ ect
cc : vance l taylor / hou / ect @ ect , melissa graves / hou / ect @ ect , donald p
reinhardt / hou / ect @ ect
subject : potential list fo 9 / 00
daren :
per vance ' s discussion ' s with the deal makers , the following are potential
deals for 9 / 00 not included in vance ' s number :
north central - - mcmurrey # 2 - meter 2697 - mid month - 2000 mcfd ( approx ) - gas daily
helmrich and payne - ballard # 1 - new meter - mid month - 2000 mcfd ( approx ) - gas
daily
kcs resources - dickenson bayou - meter 9797 - midmonth - 10 , 000 mcfd ( approx ) - gas
daily
let us know if you need any additional information .
susan smith
x 33321",0
"Subject: sitara position
please use the position manager home button .
when using the sitara position manager , and you drill down to view details
or change the dates , the position manager keeps
all your views running in the background . this feature allows you to use the
back and forward buttons to keep your views running .
on the downside , if you keep these views running but do not really intend to
go back to look at them , the system and your pc are working harder
to keep all the old views active and updated .
the home button sends you back to your default view - the first view you had
up when you hit apply . by clicking this button , your
position manager will clear out the old views the next time you drill in .
this is the only way to clear out the old views that you no longer need .
if you do not use the home key , and keep drilling in and changing the dates ,
the position manager is still keeping all the your views for
the day running in the backgound .
what we have found is by the end of the day , a user that does not clear out
the old views can have well over 30 views open , which is like having
30 position managers up on your pc . when that user closes down , the position
gets locked up for a while as it tries to clear out all the old views .
we will be making some changes soon to that should resolve this issue as far
as the sitara machine is concerned ; however , your pc may still be
slow with excessive unneccessary views open . we could make a change to
limit the number of active views you can have open , but at this time
i am not sure that is necessary ; regardless , in the mean time , please
remember to use your home button .
other helpful hints -
did you know you can shrink you tool bar ? tools options - uncheck show tool
bar text labels -
did you know you can split your position screen to have pipes on top and
zones and meters below ? tools options - show drill down second panel -
if you have an omicron position porfolio - your min / max button shows you
actual - and min / max for your day swing deals .
same works for nom flex portfolio .",0
"Subject: re : valero
this is the data i mention to you this morning concerning valero .
i will focus on january ' 2000 and you will address nov . ' 99 and dec . ' 99 as
you stated .
if there are any scheduling issues you need my assistance on for nov . or
dec . 1999 , please let me know .
i will be on vacation thursday and friday of this week .
kenneth seaman 01 / 10 / 2000 09 : 43 am
to : howard b camp / hou / ect @ ect , robert e lloyd / hou / ect @ ect , joanie h
ngo / hou / ect @ ect
cc : gary w lamphier / hou / ect @ ect , daren j farmer / hou / ect @ ect
subject : valero
each meter is now to be treated seperately : tickets have been created
accordingly .
meter 1233
base 148376
swing 148382
buyback 148381
meter 1394
base 148390
swing 148391
buyback 148396
meter 8018
base 148376
swing 148382
buyback 148381
volume management will need to set up accounting arrangements to cover
november and december 1999 . scheduling will repath and renom unify , and
reallocate pops for january .
if anyone has anything to add to this please let me know .
ken",0
"Subject: can we still be friends
this has not been a good day for me but i do want to thank each of you for
all of the help you have given me during the last 7 months . also , the great
times we ' ve had working and laughing together . now for the bad or good news ,
the 24 th of jan will be my last day as i have excepted a new position at bp
amoco . it is with great pleasure knowing that i did beat mark mccoy over
there . thanks again and we will still be friends . ej",0
"Subject: meter # : 1266 ; july 2000 activity / allocation exception
i spoke with bob dorcheus , brandywine about this issue and he suggest you
and he get together and agree on a
price because the gas flowed into the plant .
this gas flowed without a nomination .
- - - - - - - - - - - - - - - - - - - - - - forwarded by robert e lloyd / hou / ect on 08 / 09 / 2000
12 : 47 pm - - - - - - - - - - - - - - - - - - - - - - - - - - -
enron north america corp .
from : gary a hanks 08 / 09 / 2000 11 : 27 am
to : robert e lloyd / hou / ect @ ect
cc : earl tisdale / hou / ect @ ect , pat clynes / corp / enron @ enron , rita
wynne / hou / ect @ ect , howard b camp / hou / ect @ ect
subject : meter # : 1266 ; july 2000 activity / allocation exception
the volumes on meter # 1266 for 7 / 1 / 00 and 7 / 31 / 00 are valid gas flow . 7 / 1 / 00
volumes are carry over from june activity ( meter was shut in a little after
9 : 00 am on 7 / 1 / 00 ) . 7 / 31 / 00 volumes were caused by the plant bringing on
the meter before 9 : 00 am on 8 / 1 / 00 .
if you have any questions please call . 36449 .
thanks
gary h
- - - - - - - - - - - - - - - - - - - - - - forwarded by gary a hanks / hou / ect on 08 / 09 / 2000 11 : 18
am - - - - - - - - - - - - - - - - - - - - - - - - - - -
from : robert e lloyd 08 / 09 / 2000 11 : 17 am
to : gary a hanks / hou / ect @ ect , earl tisdale / hou / ect @ ect
cc : pat clynes / corp / enron @ enron , rita wynne / hou / ect @ ect , howard b
camp / hou / ect @ ect
subject : meter # : 1266 ; july 2000 activity / allocation exception
please verify the volume on meter # : 1266 for july lst & 31 st are valid gas
flow .
brandywine did not nominate any activity at this meter for july 2000 .",0
"Subject: cornhusker for sept
correction : that should be rick hill , not rich
- - - - - - - - - - - - - - - - - - - - - - forwarded by mark mccoy / corp / enron on 09 / 01 / 2000 09 : 31
am - - - - - - - - - - - - - - - - - - - - - - - - - - -
mark mccoy
09 / 01 / 2000 09 : 26 am
to : pat clynes / corp / enron @ enron , daren j farmer / hou / ect @ ect , stacey
neuweiler / hou / ect @ ect
cc : rita wynne / hou / ect @ ect
subject : cornhusker for sept
i was informed by nancy stivers at tenaska that rich hill with enron called
tenaska and requested that they continue to handle the nominations and
accounting for cornhusker through september . have you heard this ?",0
"Subject: tenaska iv
rick ,
attached are drafts of the letters notifiying williams , apache and lone star
that ena will be acting as agent for tenaska iv . please review the letters
and get back to me on the following items :
person to send the letters to at the respective companies
fax # ' s to fax it to on friday
name and adress of ena person to direct inquiries to
name and phone number of person to direct questions re : the notification
letter
people at tenaska to copy and their address and fax # ' s
comments on substance of the letter ( please review carefully my reference to
what ena is acting as agent for - - it is specific as to noms , scheduling and
billing , not a general agency for all things under the contract - - is that
correct ? )
if you don ' t mind , please forward any email response to bob walker and leave
me a voicemail . i will be out of the office friday , but checking voicemail
and coordianting with bob to get these out .
also , once we send these letters out , we should be prepared for each of these
entities to ask to see the agency agreement . they may , in fact , not be
comfortable dealing with ena with just this letter .",0
"Subject: eastrans nomination change effective 10 / 19 / 00
please increase deliveries to eastrans to 7500 mmbtu / dy effective 10 / 19 / 00 .
the redeliveries will be 7500 mmbtu / dy from fuels cotton valley into hpl .",0
"Subject: revised noms - four square gas
daren ,
it ' s in .
bob
- - - - - - - - - - - - - - - - - - - - - - forwarded by robert cotten / hou / ect on 06 / 29 / 2000 06 : 23
pm - - - - - - - - - - - - - - - - - - - - - - - - - - -
enron north america corp .
from : robert cotten 06 / 29 / 2000 03 : 03 pm
to : daren j farmer / hou / ect @ ect
cc :
subject : revised noms - four square gas
daren ,
four square gas revised their noms for july as follows :
meter # orig nom rev nom
6599 1 , 322 0
1568 7 0
6844 3 , 822 0
do you want me to adjust ?
bob",0
"Subject: ces volumes on tejas
june volumes on tejas are attached .",0
"Subject: enron / hpl actuals for august 9 , 2000
teco tap 20 . 000 / enron ; 44 . 167 / hpl iferc
ls hpl lsk ic 20 . 000 / enron",0
"Subject: eex update
daren ,
as i mentioned on tuesday , santiago and i met with jill and jennifer regarding the eex physical bids . thay have narrowed the targeted production down to 10 fields .
attached is a file that summarized our discussions . the items marked in yellow are ones jill is requesting your services , mainly to see if we can get transport and keep our bid competitive . please review and we can talk sometime tomorrow as i have meetings all afternoon today . if you have a chance to start working this today and have some questions , just call jill , jennifer or santiago .
thanks ,
eric",0
"Subject: 21 st changes
- - - - - - - - - - - - - - - - - - - - - - forwarded by ami chokshi / corp / enron on 01 / 20 / 2000
10 : 39 am - - - - - - - - - - - - - - - - - - - - - - - - - - -
troy _ a _ benoit @ reliantenergy . com on 01 / 20 / 2000 10 : 36 : 49 am
to : ami chokshi / corp / enron @ enron
cc :
subject : 21 st changes
( see attached file : egmnom - jan . xls )
- egmnom - jan . xls",0
"Subject: tenaska iv gas
daren , per review of the gas agreements between tenaska iv and
williams / apache and our understanding of the agency agreement , i had a few
items i wanted to discuss with you ( in lieu of our meeting today that was
cancelled ) :
1 . looking at the october gas supply to the plant , i think tenaska iv should
have been charged at the contract prices with williams & apache ( i . e . 2 . 285 )
and not at what the final price that was actualized per megan ' s summary -
230 , 406 at $ 710 , 616 . 70 , price of $ 3 . 084 . if this volume was charged at
2 . 285 the total would have been $ 526 , 477 . 71 , a difference of $ 184 , 138 . 99 .
2 . looking at the november gas supply to the plant , tenaska iv was charged
$ 2 . 91 per mmbtu , instead of $ 2 . 285 for volumes of 267 , 300 . at the $ 2 . 91
price , the total settlement price was $ 777 , 843 instead of $ 610 , 780 . 50 at
2 . 285 , showing a difference of $ 167 , 062 . 50 .
i reviewed the gas supply agreements and the williams gas price ( pg . 19 ) for
2000 gas is 2 . 32 , which can be adjusted by the waha transportation adjustment
if delivered at waha . this adjustment started in 1997 at $ . 03 per mmbtu and
increase by 5 % per year . thereby currently , the adjustment factor is at
. 0347 , giving us a price of $ 2 . 2853 per mmbtu .
in reviewing the apache gas agreement ( pg . 22 ) , i noticed that the gas price
is 2 . 285 at waha & 2 . 315 at katy / carthage for 2000 . per review of the apache
invoices , it appears that we are not getting our gas at these points but at
other places ( i . e . lomak - sterling & mendell cdp ) at a price of $ 2 . 175 . if
enron has a separate agreement at these delivery points and can capture a
margin difference then that is upside to enron . however , i think the plant
should not be charged above the contract price of $ 2 . 285 .
looking at the daily gas that was scheduled to the plant for november and
october , i did not see that their use went over the contracted volumes from
williams and apache of 45 , 000 mmbtu per day . therefore i don ' t think spot
prices are part of the equation here . additionally , i recall from our
meeting last month that all enron makes on this deal is the agency fee of
$ . 04 per mmbtu ( excluding the margin difference that enron has on apache gas
delivery points if my scenario above is correct ) .
so based upon items 1 & 2 above , i am suggesting that tenaska iv adjust their
november invoice owed to enron for gas used by the plant by the gas price
differences showed above . therefore , i am planning to wire a payment of
$ 484 , 234 . 03 ( see breakout below ) on friday , 12 / 22 , to enron on behalf of
tenaska iv texas partners , ltd . for this activity .
month plant gas price amount
november 267 , 300 2 . 91 $ 777 , 843
november adjustment $ ( 167 , 062 . 50 )
october adjustment $ ( 184 , 138 . 99 )
nov . agency fee 1 , 350 , 000 . 04 $ 54 , 000
sept . agency fee 98 , 813 . 04 $ 3 , 592 . 52
total $ 484 , 234 . 03
i discussed these issues with mike mazowita , rick hill & jody pierce before
reaching this conclusion . should you have any different ideas or thoughts
that i am not covering , please call me at 3 - 7280 and we can discuss . thanks .
james",0
"Subject: new phone number
i just wanted to pass forward my personal email account and new phone number .
if i haven ' t mentioned it to you already , i will be moving to san francisco
in about two weeks . i hope you ' ll keep in touch .
achokshi 99 @ yahoo . com
415 - 441 - 4156
take care ,
ami",0
"Subject: re : republic royalty 5 / 00
done .
daren j farmer @ ect
06 / 29 / 2000 01 : 10 pm
to : hillary mack / corp / enron @ enron
cc :
subject : re : republic royalty 5 / 00
can you set up a gtc with duke energy field services , inc . for may - july 2000 ?
d
hillary mack @ enron
06 / 29 / 2000 12 : 23 pm
to : daren j farmer / hou / ect @ ect
cc :
subject : re : republic royalty 5 / 00
daren . . . i talked to cynthia in contracts and she said that ces deals cannot
be extended and that a new contract has to be set up . how do you want to
handle it ?
daren j farmer @ ect
06 / 28 / 2000 04 : 17 pm
to : ami chokshi / corp / enron @ enron , megan parker / corp / enron @ enron , o ' neal d
winfree / hou / ect @ ect , nelson ferries / corp / enron @ enron , hillary
mack / corp / enron @ enron
cc :
subject : re : republic royalty 5 / 00
i have rolled # 143559 through july 2000 to cover the purchase from
republic . we sell this gas to duke energy field services ( # 143558 for jan -
apr , ces - duke energy field services , inc ) . the counterparty on this deal
has been suspeneded , so i created # 316727 under the counterparty of duke
energy field services marketing , llc .
hillary - please extend the ces - duke counterparty or attach the correct duke
counterparty to this deal .
if you have any questions , let me know .
d
from : ami chokshi @ enron 06 / 28 / 2000 10 : 45 am
to : megan parker / corp / enron @ enron , o ' neal d winfree / hou / ect @ ect
cc : nelson ferries / corp / enron @ enron , daren j farmer / hou / ect @ ect
subject : republic royalty 5 / 00
this deal was terminated by nelson ferries .
ami
- - - - - - - - - - - - - - - - - - - - - - forwarded by ami chokshi / corp / enron on 06 / 28 / 2000
10 : 42 am - - - - - - - - - - - - - - - - - - - - - - - - - - -
from : megan parker 06 / 28 / 2000 10 : 28 am
to : ami chokshi / corp / enron @ enron , o ' neal d winfree / hou / ect @ ect
cc :
subject : republic royalty 5 / 00
republic royalty is one of my ces deals . they sent me an invoice for may
2000 production , but i do not see a deal for may . does either of you know if
this deal was extended under a new deal number ?
megan",0
"Subject: re : hoop it up
try 713 - 839 - 0573 ( home ) , but more likely : 713 - 557 - 4869 ( cell ) , and just to be
clear o ' neal and i are the "" assault "" part of the team , not the "" aggie "" part .",0
"Subject: carthage ( american central ) nomination
- - - - - - - - - - - - - - - - - - - - - - forwarded by ami chokshi / corp / enron on 06 / 01 / 2000
05 : 03 pm - - - - - - - - - - - - - - - - - - - - - - - - - - -
"" steve holmes "" on 06 / 01 / 2000 04 : 15 : 11 pm
to :
cc :
subject : carthage ( american central ) nomination
chad called and said you guys are requestiing approximately 74 , 000 mmbtu
effective june 1 . i show the number should be 72 , 240 mmbtu / d . could you
please check into this and let me know what ' s going on ?
thanks ,
steve",0
"Subject: enron / hpl actuals for january 17 , 2001
teco tap 35 . 000 / enron",0
"Subject: corhshucker
daren - - - -
the invoices are being paid by us now . . . . james armstrong is taking care of
them , so that is who i am forwarding them to . he apparently is paying for
them of an account set up for this . he is out of the office , but he called
me back and said to keep forwarding him the invoices .
let me know if we have any questions ,
thanks ,
mark
x 33396",0
"Subject: 10 / 2000 - days 6 and 19 ( 98 - 0439 )
the above referenced days have been placed on strangers gas due to ( i guess )
the meter not being turned off in time . the day prior to each of these days
that are assessed to strangers gas , the only active k is the hpl 216 .
can these deals be rolled to cover these couple of days ?
thanks
- jackie -
3 - 9497",0
"Subject: wells
dallas at meter 986789 would like to decrease from 12079 to 12000 . let me
know "" d """,0
"Subject: phone list
in case you need it , this is the phone list for volume management and settlements .
- - - - - - - - - - - - - - - - - - - - - - forwarded by megan parker / corp / enron on 04 / 25 / 2001 04 : 28 pm - - - - - - - - - - - - - - - - - - - - - - - - - - -
mary comello
04 / 25 / 2001 04 : 07 pm
to : thu t nguyen / hou / ect @ ect , leslie robinson / corp / enron @ enron , rosa brown / corp / enron @ enron , jennifer d pattison / hou / ect @ ect , jason vogler / na / enron @ enron , willie brooks / na / enron @ enron , bob fisher / na / enron @ enron , kimberly vaughn / hou / ect @ ect , daxa bhavsar / enron @ enronxgate , joyce viltz / enron @ enronxgate , jack mitchell / enron @ enronxgate , charlene richmond / hou / ect @ ect , cynthia hakemack / hou / ect @ ect , joanie h ngo / hou / ect @ ect , hannah ortiz / hou / ect @ ect , katherine herrera / corp / enron @ enron , paul couvillon / corp / enron @ enron , megan parker / corp / enron @ enron , rebecca griffin / na / enron @ enron , yolanda s thomas / enron @ enronxgate , tess ray / enron @ enronxgate , charles howard / na / enron @ enron , jack peebles / enron @ enronxgate , rita wynne / hou / ect @ ect , paula lee / hou / ect @ ect , bryce baxter / hou / ect @ ect , edward terry / hou / ect @ ect , sabrae zajac / hou / ect @ ect
cc :
subject : phone list
update : made a mistake on thu and kim ' s phone numbers , please see the revision .
thanks ,
mary x 35999
- - - - - - - - - - - - - - - - - - - - - - forwarded by mary comello / corp / enron on 04 / 25 / 2001 04 : 04 pm - - - - - - - - - - - - - - - - - - - - - - - - - - -
mary comello
04 / 25 / 2001 03 : 32 pm
to : thu t nguyen / hou / ect @ ect , leslie robinson / corp / enron @ enron , rosa brown / corp / enron @ enron , jennifer d pattison / hou / ect @ ect , jason vogler / na / enron @ enron , willie brooks / na / enron @ enron , bob fisher / na / enron @ enron , kimberly vaughn / hou / ect @ ect , daxa bhavsar / enron @ enronxgate , joyce viltz / enron @ enronxgate , jack mitchell / enron @ enronxgate , charlene richmond / hou / ect @ ect , cynthia hakemack / hou / ect @ ect , joanie h ngo / hou / ect @ ect , hannah ortiz / hou / ect @ ect , katherine herrera / corp / enron @ enron , paul couvillon / corp / enron @ enron , megan parker / corp / enron @ enron , rebecca griffin / na / enron @ enron , yolanda s thomas / enron @ enronxgate , tess ray / enron @ enronxgate , charles howard / na / enron @ enron , jack peebles / enron @ enronxgate , rita wynne / hou / ect @ ect , paula lee / hou / ect @ ect , bryce baxter / hou / ect @ ect , edward terry / hou / ect @ ect , sabrae zajac / hou / ect @ ect
cc :
subject : phone list
please see the attached phone list for volume management and settlements on - system .
thanks ,
mary x 35999",0
"Subject: txu noms . for 10 / 14 - 16 / 00
attached , please find the txu nominations for the weekend of october 14 - 16 ,
2000 .
no scheduled flows
( see attached file : hplnl 014 . xls )
- hplnl 014 . xls",0
"Subject: re : i / c variance for deal 72893
nevermind this one . . .
- - - - - - - - - - - - - - - - - - - - - - forwarded by stacey neuweiler / hou / ect on 05 / 12 / 2000
09 : 21 am - - - - - - - - - - - - - - - - - - - - - - - - - - -
from : charlotte hawkins on 05 / 12 / 2000 09 : 21 am
to : stacey neuweiler / hou / ect @ ect , sherlyn schumack / hou / ect @ ect
cc : robert e lloyd / hou / ect @ ect , howard b camp / hou / ect @ ect , carlos j
rodriguez / hou / ect @ ect
subject : re : i / c variance for deal 72893
okay , this one has been resolved . . . . the deals for days 9 and 10 are good .
sitara did not feed this deal to mops at all therefore it didn ' t feed to
pops .
sherlyn is setting things up and will provide me with a tracking id , i will
enter volumes and re - allocate the meter .
very confusing but finally resolved .
chawkins
from : charlotte hawkins 05 / 08 / 2000 10 : 55 am
to : stacey neuweiler / hou / ect @ ect
cc : robert e lloyd / hou / ect @ ect , howard b camp / hou / ect @ ect
subject : re : i / c variance for deal 72893
stacey , sherlyn needs answers . . . . . . . i dropped the ball and sent this to
carlos . . . . . sorry .
let me know if i can help .
charlotte
from : sherlyn schumack 05 / 01 / 2000 10 : 11 am
to : charlotte hawkins / hou / ect @ ect
cc :
subject : i / c variance for deal 72893
charlotte ,
there is an interconnect variance at meter 980071 for 2 / 99 . it appears the
variance is created on 2 / 9 / 99 and 2 / 10 / 99 . there is a transport usage deal
ticket 72893 in sitara which shows pg & e delivers 6 , 965 mmbtu to hpl on 2 / 9 / 99
and 3 , 683 mmbtu on 2 / 10 / 99 , but hpl does not show a receipt of this volume .
let me know if you need the pg & e support .",0
"Subject: tenaska iv adjustments 2001
here are some changes i need for the tenaska deal . let me know if you have any questions .
deal prod month
384258 may 2001 change demand fee from $ 2 , 026 , 347 . 17 to $ 1 , 926 , 685 . 34
514353 may 2001 change volume from 45 , 000 to 44 , 138 .
nominated supply 1 , 368 , 295 ( 44 , 138 / day )
actual deliveries 877 , 696
384258 june 2001 change demand fee from $ 3 , 938 , 205 . 00 to $ 3 , 578 , 257 . 50
514353 june 2001 change volume from 45 , 000 to 53 , 733
thanks ,
megan",0
"Subject: re : 98 - 6719 and 98 - 9676
robert ,
i ' ve taken care of 98 - 6719 ( as far as getting it out of my allocation
exception screen ) . i ' m going to place 98 - 9676 on strangers gas until you
hear back from daren or julie .
should daren or julie get back w / you , while i ' m on vacation , please get back
w / anita luong and provide her with the k # given to you ( by daren or julie )
as well as the dates of 2 / 1 - 2 / 29 ( even though 3 / 1 / 2000 is reflected in my
allocation exception screen ) so that she can provide you with an accounting
arrangement to place february ' s volumes on @ this meter .
it looks as though this meter is flowing starting 3 / 1 / 2000 . i guess that the
trader will eventually place a deal in sitara for this meter .
thanks
- jackie -
3 - 9497
- - - - - - - - - - - - - - - - - - - - - - forwarded by jackie young / hou / ect on 03 / 11 / 2000 12 : 00
pm - - - - - - - - - - - - - - - - - - - - - - - - - - -
daren j farmer
03 / 10 / 2000 03 : 22 pm
to : jackie young / hou / ect @ ect
cc :
subject : re : 98 - 6719 and 98 - 9676
i extended the deal at mtr 6719 to include 2 / 10 . in the future , please run
all wellhead deals through tom acton first .
i ' ve got a message into julie meyers to look into the contract at meter 9676 ,
and will let you know what she determines .
d
jackie young
03 / 10 / 2000 10 : 39 am
to : daren j farmer / hou / ect @ ect
cc : anita luong / hou / ect @ ect
subject : 98 - 6719 and 98 - 9676
hi daren ,
can you please check into whether or not the below deals for the above meters
can be rolled and extended ? if so , can you please perform this for me so
that anita can set up an accounting arrangement for me ?
98 - 6719 sitara deal # 166989 flow @ meter began on february 10 th but the deal
is not effective until february the 11 th .
no new deal # referenced and no evergreen flag . this is on the
gathering ( 96026573 ) k which is the only
k @ the meter .
98 - 9676 sitara deal # 151669 deal good from 1 / 1 / 00 - 1 / 31 / 00 but there is
flow for all of february 2000 with no k . this is on the 215 k for 1 / 2000
production which is the only k @ the meter .
thanks
- jackie -
3 - 9497",0
"Subject: texas ena off - system rates
kim ,
will you please get with mary smith and trisha hughes with the texas rates
group
and pick up from them the off system pipeline rates that they are handling .
you may want to visit with daren farmer also about the level of activity .
we need to transition this work to your team as soon as possible .
thanks
bob",0
"Subject: re : enron / hpl actuals for november 10 - 12 , 2000
they are sending revisions for the weekend # ' s
"" melissa jones "" on 11 / 13 / 2000 10 : 01 : 32 am
to : "" charlie stone "" , "" gary green "" ,
daren . j . farmer @ enron . com , gary . a . hanks @ enron . com ,
carlos . j . rodriguez @ enron . com , earl . tisdale @ enron . com , "" david avila ""
, liz . bellamy @ enron . com
cc :
subject : enron / hpl actuals for november 10 - 12 , 2000
november 10 , 2000
teco tap 40 . 000 / enron ; 66 . 667 / hpl iferc
november 11 , 2000
teco tap 40 . 000 / enron ; 104 . 583 / hpl iferc
november 12 , 2000
teco tap 40 . 000 / enron ; 110 . 000 / hpl iferc",0
"Subject: hpl nom for october 4 , 2000
( see attached file : hpll 004 . xls )
- hpll 004 . xls",0
"Subject: fw : hub maps
king ranch and hsc maps are located on the o drive at dropbox \ fraley
- - - - - original message - - - - -
from : redmond , brian
sent : friday , august 10 , 2001 5 : 07 pm
to : baumbach , david ; hull , bryan ; farmer , bill
subject : fw : hub maps
as discussed
- - - - - original message - - - - -
from : fraley , keith
sent : tuesday , august 07 , 2001 8 : 33 am
to : redmond , brian
subject : hub maps
brian , here are the hub maps that you wanted . in addition , i had trouble finding the kings ranch hub . if there another name that it could be under please advise or if you know that location off hand , let me know . also , the beaumont hub was not in out database so we just did a 20 mile radius around the city center . if this is not what you wanted let me know .
k",0
"Subject: tenaska iv outage update
please note that the cleburne plant is expected to come back up on sat .
morning the 7 th of october . i have already submitted the nominations to
lonestar for the weekend ( 7 th - 9 th ) , taking all gas to the plant . if they
come up early , we have imbalance gas that will serve them . i have informed
mary of this , and will give her a copy of the noms , # ' s and contacts , etc . . . .
thanks ,
mark
x 33396
- - - - - - - - - - - - - - - - - - - - - - forwarded by mark mccoy / corp / enron on 10 / 05 / 2000 12 : 06
pm - - - - - - - - - - - - - - - - - - - - - - - - - - -
mike mazowita
10 / 05 / 2000 10 : 39 am
to : mark mccoy / corp / enron @ enron
cc : daren j farmer / hou / ect @ ect
subject : tenaska iv outage update
fyi .
- - - - - - - - - - - - - - - - - - - - - - forwarded by mike mazowita / corp / enron on 10 / 05 / 2000
10 : 32 am - - - - - - - - - - - - - - - - - - - - - - - - - - -
"" mike gough "" on 10 / 05 / 2000 10 : 28 : 10 am
please respond to
to : "" mazowita , mike ""
cc : "" scarborough , dan "" , "" ward , chuck ""
subject : tenaska iv outage update
we are finally beginning to put closure on our outage . it has been
frustrating to say the least . we are currently projecting a late friday or
early saturday morning startup barring any unseen problems .
mg",0
"Subject: re : enron / hpl actuals for sept . 11 , 2000
please see revisions listed below :
teco tap 30 . 000 / enron ; 120 . 00 / hpl gas daily
ls hpl lsk ic 15 . 000 / enron
melissa jones
09 / 12 / 2000 10 : 57 am
to : charlie stone / texas utilities @ tu , gary green / texas utilities @ tu ,
daren . j . farmer @ enron . com , gary . a . hanks @ enron . com ,
carlos . j . rodriguez @ enron . com , earl . tisdale @ enron . com ,
ami . chokshi @ enron . com
cc :
subject : enron / hpl actuals for sept . 11 , 2000
teco tap 25 . 000 / enron ; 125 . 000 / hpl gas daily
ls hpl lsk ic 15 . 000 / enron",0
